"","coef","se","pval","country","formula","capital","dgvm","iso3"
"I(temp^2)623",-0.0228509305630263,0.00517480481263561,1.75260812487324e-05,"LU","sq","nN","all","LUX"
"log(temp + 1)616",-0.204117002369339,0.0392692663061397,1.44901755023706e-06,"LU","log","mN","lpj","LUX"
"log(temp + 1)617",-0.195609333138948,0.0404209323246713,6.03312578268024e-06,"LU","log","nN","lpj","LUX"
"log(temp + 1)618",-0.0109408173888541,0.00666578637976997,0.115619827213645,"LU","log","mN","orc","LUX"
"log(temp + 1)619",-0.0102447457873542,0.00618148278667186,0.112318511276651,"LU","log","nN","orc","LUX"
"log(temp + 1)620",-0.10959966476398,0.10042070746673,0.280224078701119,"LU","log","mN","car","LUX"
"log(temp + 1)621",-0.135049059515007,0.106517854406923,0.210608062369412,"LU","log","nN","car","LUX"
"log(temp + 1)622",-0.232095708435263,0.0516159629089749,1.24957754007225e-05,"LU","log","mN","all","LUX"
"log(temp + 1)623",-0.221032589095319,0.056472363202507,0.000129599847239361,"LU","log","nN","all","LUX"
"temp616",-0.0908892816096753,0.0128767084649811,4.94091015210392e-10,"LU","lin","mN","lpj","LUX"
"temp617",-0.0832749472572128,0.0137632482734076,4.12687704624321e-08,"LU","lin","nN","lpj","LUX"
"temp618",-0.00642290850334523,0.00319943354383641,0.0577353231969387,"LU","lin","mN","orc","LUX"
"temp619",-0.00607688128058522,0.00297490388061356,0.0538343148804682,"LU","lin","nN","orc","LUX"
"temp620",-0.0622201432885908,0.0453989292937139,0.176526999716387,"LU","lin","mN","car","LUX"
"temp621",-0.0723517953927403,0.0479369951628352,0.137390444702411,"LU","lin","nN","car","LUX"
"temp622",-0.104265585033731,0.0191819233635797,1.80058281632919e-07,"LU","lin","mN","all","LUX"
"temp623",-0.0979595964977397,0.0218021086571756,1.26794492768941e-05,"LU","lin","nN","all","LUX"
"I(temp^2)624",0.00101215370188651,0.0013044342621061,0.440020732818187,"LV","sq","mN","lpj","LVA"
"I(temp^2)625",0.00117482214249493,0.00133704139499957,0.382146133249361,"LV","sq","nN","lpj","LVA"
"I(temp^2)626",0.0223045327419307,0.0172069154633501,0.208953147297479,"LV","sq","mN","orc","LVA"
"I(temp^2)627",0.0329097576642436,0.0149540604953675,0.0390818291054843,"LV","sq","nN","orc","LVA"
"I(temp^2)628",-0.0246877752854328,0.00618543075082215,0.000210947194832349,"LV","sq","mN","car","LVA"
"I(temp^2)629",-0.0253310254699409,0.00745874997323373,0.0013315448075316,"LV","sq","nN","car","LVA"
"I(temp^2)630",0.00112624441019785,0.00313342255943093,0.71970470606436,"LV","sq","mN","all","LVA"
"I(temp^2)631",0.00131055575356261,0.00315201081659977,0.678074559704031,"LV","sq","nN","all","LVA"
"log(temp + 1)624",0.0330806868750299,0.0163875815099524,0.0467926349564545,"LV","log","mN","lpj","LVA"
"log(temp + 1)625",0.0393920266999631,0.0166709867335613,0.0204999271860595,"LV","log","nN","lpj","LVA"
"log(temp + 1)626",0.184256251035333,0.0852002588791249,0.0422573714978652,"LV","log","mN","orc","LVA"
"log(temp + 1)627",0.172691089816565,0.0786606897333413,0.0395127357514489,"LV","log","nN","orc","LVA"
"log(temp + 1)628",-0.0993929937390628,0.0442865043485235,0.0291795336540212,"LV","log","mN","car","LVA"
"log(temp + 1)629",-0.0917685135780545,0.052267941076657,0.0851385512104333,"LV","log","nN","car","LVA"
"log(temp + 1)630",0.0341087473840117,0.0351425800432399,0.333088548876356,"LV","log","mN","all","LVA"
"log(temp + 1)631",0.036646438403803,0.0345574394851375,0.290392989487119,"LV","log","nN","all","LVA"
"temp624",0.00912388824261906,0.00597196368434217,0.130413808654528,"LV","lin","mN","lpj","LVA"
"temp625",0.0110702291975158,0.00609609007308252,0.0730321114744932,"LV","lin","nN","lpj","LVA"
"temp626",0.080872834040493,0.0429526772216233,0.0736505100153869,"LV","lin","mN","orc","LVA"
"temp627",0.0897125070162736,0.0382981334685525,0.029086157936784,"LV","lin","nN","orc","LVA"
"temp628",-0.0596098169295008,0.0193254955784926,0.00328892911412775,"LV","lin","mN","car","LVA"
"temp629",-0.0579884058401311,0.0230866992489558,0.0152206211240413,"LV","lin","nN","car","LVA"
"temp630",0.00915210326774459,0.013513654567054,0.499137486271975,"LV","lin","mN","all","LVA"
"temp631",0.0105662764498643,0.0134279031809699,0.432404839120564,"LV","lin","nN","all","LVA"
"I(temp^2)632",-0.0212395241250976,0.00425266825667127,3.27443839062512e-06,"MA","sq","mN","lpj","MAR"
"I(temp^2)633",-0.0217509912503162,0.00457214836537183,8.30369582137951e-06,"MA","sq","nN","lpj","MAR"
"I(temp^2)634",-0.0391707977502334,0.0196000041679477,0.0587728733144376,"MA","sq","mN","orc","MAR"
"I(temp^2)635",-0.0434081061707596,0.0188246931609212,0.0314106864362597,"MA","sq","nN","orc","MAR"
"I(temp^2)636",0.00752539000087324,0.00357342032729491,0.0401524780526223,"MA","sq","mN","car","MAR"
"I(temp^2)637",-0.00630148665202773,0.00656972118762001,0.341997898874113,"MA","sq","nN","car","MAR"
"I(temp^2)638",-0.0207476681955161,0.00327739765277297,1.96836767044967e-09,"MA","sq","mN","all","MAR"
"I(temp^2)639",-0.0212647766326415,0.00354341929018589,1.08958862730612e-08,"MA","sq","nN","all","MAR"
"log(temp + 1)632",-0.182445471167311,0.0593774397816746,0.00287964000913921,"MA","log","mN","lpj","MAR"
"log(temp + 1)633",-0.17623795863158,0.063647753706822,0.00695193010199165,"MA","log","nN","lpj","MAR"
"log(temp + 1)634",-0.127733323791435,0.109373246424572,0.255949623822661,"MA","log","mN","orc","MAR"
"log(temp + 1)635",-0.149481488870379,0.106075471299289,0.173412924362201,"MA","log","nN","orc","MAR"
"log(temp + 1)636",0.0477156493855751,0.0234093706608664,0.0467199304722034,"MA","log","mN","car","MAR"
"log(temp + 1)637",-0.00949699471788026,0.0433477468942618,0.827455533301976,"MA","log","nN","car","MAR"
"log(temp + 1)638",-0.124715695677434,0.0388328932728711,0.00156953110011022,"MA","log","mN","all","MAR"
"log(temp + 1)639",-0.132948914034402,0.041213471884342,0.00149756605262088,"MA","log","nN","all","MAR"
"temp632",-0.0888701445796161,0.0203067691304703,3.52762759890422e-05,"MA","lin","mN","lpj","MAR"
"temp633",-0.0890353509514252,0.0218481267819261,0.000105684334065467,"MA","lin","nN","lpj","MAR"
"temp634",-0.0844405802001354,0.0524272201552481,0.122191279674061,"MA","lin","mN","orc","MAR"
"temp635",-0.095668147487952,0.0505519850140288,0.0722956456325713,"MA","lin","nN","orc","MAR"
"temp636",0.023112209298321,0.0105694913960285,0.033377665912957,"MA","lin","mN","car","MAR"
"temp637",-0.0104345122067818,0.0196274360527241,0.597291217534764,"MA","lin","nN","car","MAR"
"temp638",-0.0725471161352978,0.0144972324539884,1.35210362508791e-06,"MA","lin","mN","all","MAR"
"temp639",-0.0756871436112299,0.0154886029100887,2.29653161270298e-06,"MA","lin","nN","all","MAR"
"I(temp^2)640",-0.0196724595915646,0.00431762532444312,1.79515373104261e-05,"MD","sq","mN","lpj","MDA"
"I(temp^2)641",-0.0189191116117745,0.00445918702879672,5.77119535122241e-05,"MD","sq","nN","lpj","MDA"
"I(temp^2)642",0.00353092573127621,0.00352537530704319,0.327951127699715,"MD","sq","mN","orc","MDA"
"I(temp^2)643",0.00863287727920671,0.00462480553666069,0.075977181698437,"MD","sq","nN","orc","MDA"
"I(temp^2)644",-0.0419159412289378,0.011067913932795,0.000403053980508288,"MD","sq","mN","car","MDA"
"I(temp^2)645",-0.042454149249234,0.0133162185191014,0.00244725398486907,"MD","sq","nN","car","MDA"
"I(temp^2)646",-0.014511009478442,0.00360771395379776,8.54498166894824e-05,"MD","sq","mN","all","MDA"
"I(temp^2)647",-0.0145849250400547,0.00409232187691006,0.000470299665912354,"MD","sq","nN","all","MDA"
"log(temp + 1)640",-0.0687630769252029,0.0621103209058249,0.27148269140289,"MD","log","mN","lpj","MDA"
"log(temp + 1)641",-0.080417881146792,0.0631163712551643,0.206219870903512,"MD","log","nN","lpj","MDA"
"log(temp + 1)642",0.0416993042459791,0.0173812619487007,0.0257981506241215,"MD","log","mN","orc","MDA"
"log(temp + 1)643",0.0644918867941894,0.0220882683876083,0.00818999744053314,"MD","log","nN","orc","MDA"
"log(temp + 1)644",-0.173979745952031,0.078106466100578,0.0303557554609064,"MD","log","mN","car","MDA"
"log(temp + 1)645",-0.166836350245359,0.0920705926439269,0.0758681131677848,"MD","log","nN","car","MDA"
"log(temp + 1)646",-0.041875352379405,0.0429563128984922,0.330979651782581,"MD","log","mN","all","MDA"
"log(temp + 1)647",-0.0557833776664202,0.0466018877616515,0.232908704954152,"MD","log","nN","all","MDA"
"temp640",-0.0578709241272103,0.021569649257519,0.00882389270220411,"MD","lin","mN","lpj","MDA"
"temp641",-0.0581202430300468,0.0219837723185053,0.00982090109776977,"MD","lin","nN","lpj","MDA"
"temp642",0.0164365123159018,0.0088361198228679,0.0769287151734517,"MD","lin","mN","orc","MDA"
"temp643",0.029230950795202,0.0112470320790285,0.0167529407274778,"MD","lin","nN","orc","MDA"
"temp644",-0.101224319841079,0.0343309149982788,0.00480855617531727,"MD","lin","mN","car","MDA"
"temp645",-0.0997308280584243,0.040879762307417,0.0182199321569706,"MD","lin","nN","car","MDA"
"temp646",-0.038567923748808,0.0161630234459106,0.0180854909241532,"MD","lin","mN","all","MDA"
"temp647",-0.0413353498266123,0.0178471157024132,0.0217065921101692,"MD","lin","nN","all","MDA"
"I(temp^2)648",-0.00505598297184989,0.000828974148996373,3.35004556920512e-08,"MG","sq","mN","lpj","MDG"
"I(temp^2)649",-0.00788158760045397,0.000905643179114733,2.80918180574903e-13,"MG","sq","nN","lpj","MDG"
"I(temp^2)650",0.00156915102825619,0.00160222214865334,0.33855117463746,"MG","sq","mN","orc","MDG"
"I(temp^2)651",0.00094016447543069,0.00179909435444832,0.606738745797518,"MG","sq","nN","orc","MDG"
"I(temp^2)652",0.00854545030399467,0.00112208900241214,5.82003142212154e-10,"MG","sq","mN","car","MDG"
"I(temp^2)653",0.00755406669351541,0.00116925997769986,3.87037972088714e-08,"MG","sq","nN","car","MDG"
"I(temp^2)654",-0.00519100467751888,0.000883301954679621,2.04949439265442e-08,"MG","sq","mN","all","MDG"
"I(temp^2)655",-0.0081200070466275,0.000941130645375039,3.59284993813551e-15,"MG","sq","nN","all","MDG"
"log(temp + 1)648",-0.0745951563395856,0.0099268225251241,6.34362099365433e-11,"MG","log","mN","lpj","MDG"
"log(temp + 1)649",-0.0921822537900594,0.0126252462031653,1.65990558458221e-10,"MG","log","nN","lpj","MDG"
"log(temp + 1)650",0.00365164254297194,0.00856972154855582,0.674363604002288,"MG","log","mN","orc","MDG"
"log(temp + 1)651",0.003668495538676,0.0095034662483475,0.703367419256479,"MG","log","nN","orc","MDG"
"log(temp + 1)652",0.0466298588473993,0.00853456301124374,1.40066102316035e-06,"MG","log","mN","car","MDG"
"log(temp + 1)653",0.0408521795098145,0.00865892854897719,1.89094850219087e-05,"MG","log","nN","car","MDG"
"log(temp + 1)654",-0.0451937787496635,0.00989930171936942,9.33701342884134e-06,"MG","log","mN","all","MDG"
"log(temp + 1)655",-0.0616522918384883,0.0113351473451815,1.77124663562035e-07,"MG","log","nN","all","MDG"
"temp648",-0.0271282844335733,0.00354420066662421,3.36756028126903e-11,"MG","lin","mN","lpj","MDG"
"temp649",-0.0369798999904598,0.00416683556103877,1.27708818779512e-13,"MG","lin","nN","lpj","MDG"
"temp650",0.00313996371778436,0.00418977086085133,0.461908119584119,"MG","lin","mN","orc","MDG"
"temp651",0.00244399324747604,0.00466978047264442,0.606200491431589,"MG","lin","nN","orc","MDG"
"temp652",0.0238598321748122,0.00355111622440166,1.51295008139744e-08,"MG","lin","mN","car","MDG"
"temp653",0.0211472727808429,0.00366348164926908,4.65064136496957e-07,"MG","lin","nN","car","MDG"
"temp654",-0.0208564686635581,0.00377619710448887,1.18020833548575e-07,"MG","lin","mN","all","MDG"
"temp655",-0.030289293804559,0.00418479685371006,1.35629615055569e-11,"MG","lin","nN","all","MDG"
"I(temp^2)656",-0.0109618875310784,0.00300301939588889,0.000459675354740626,"MK","sq","mN","lpj","MKD"
"I(temp^2)657",-0.0147510416136927,0.00324947295294645,1.91315593023164e-05,"MK","sq","nN","lpj","MKD"
"I(temp^2)658",-0.0035314735814309,0.0019662252046962,0.0868865264190863,"MK","sq","mN","orc","MKD"
"I(temp^2)659",-0.00275146943954065,0.00192078410986397,0.16672740151146,"MK","sq","nN","orc","MKD"
"I(temp^2)660",-0.0421525625095423,0.0115471777315657,0.000616423600149276,"MK","sq","mN","car","MKD"
"I(temp^2)661",-0.0476000169513682,0.0132951973913935,0.000764566494637569,"MK","sq","nN","car","MKD"
"I(temp^2)662",-0.01221121196491,0.00366085234955748,0.00103808733567625,"MK","sq","mN","all","MKD"
"I(temp^2)663",-0.0154711817098367,0.00413739545852778,0.000249333353819964,"MK","sq","nN","all","MKD"
"log(temp + 1)656",-0.0946240490594701,0.0395202767118696,0.0189324922715955,"MK","log","mN","lpj","MKD"
"log(temp + 1)657",-0.119134490874805,0.044831377829329,0.00946367395933697,"MK","log","nN","lpj","MKD"
"log(temp + 1)658",0.00394121282864909,0.0110496035799345,0.724887582812471,"MK","log","mN","orc","MKD"
"log(temp + 1)659",0.00660320395991488,0.0104824698828017,0.535536101298985,"MK","log","nN","orc","MKD"
"log(temp + 1)660",-0.120791825409715,0.0832452396872371,0.152893366589273,"MK","log","mN","car","MKD"
"log(temp + 1)661",-0.12847696373159,0.0963356115110283,0.188247929698676,"MK","log","nN","car","MKD"
"log(temp + 1)662",-0.0771403401870591,0.0409226308662697,0.0610740141123455,"MK","log","mN","all","MKD"
"log(temp + 1)663",-0.0889464683081262,0.0466975370419048,0.0584453442329758,"MK","log","nN","all","MKD"
"temp656",-0.0429129768302523,0.0140626761491467,0.00306729978451948,"MK","lin","mN","lpj","MKD"
"temp657",-0.0565302245528175,0.0156413343260339,0.000518545503427245,"MK","lin","nN","lpj","MKD"
"temp658",-0.00280689479077092,0.00543570948524856,0.610983777743322,"MK","lin","mN","orc","MKD"
"temp659",-0.00106017621960465,0.00521341823084085,0.840814899325657,"MK","lin","nN","orc","MKD"
"temp660",-0.0848281741202422,0.0366357103985205,0.0246471532436201,"MK","lin","mN","car","MKD"
"temp661",-0.0939446216017558,0.0423455824733988,0.030997231400212,"MK","lin","nN","car","MKD"
"temp662",-0.0424381757070089,0.0157006834606885,0.00754615472520041,"MK","lin","mN","all","MKD"
"temp663",-0.0520950005592386,0.0178717038653809,0.00402010625512883,"MK","lin","nN","all","MKD"
"I(temp^2)664",-0.0126827669071373,0.00548958477830066,0.0233828663827447,"ML","sq","mN","lpj","MLI"
"I(temp^2)665",-0.01237240959923,0.00533122177229205,0.0227849440776808,"ML","sq","nN","lpj","MLI"
"I(temp^2)666",-0.0676365875652748,0.0342510700017248,0.0615931651560521,"ML","sq","mN","orc","MLI"
"I(temp^2)667",-0.0521949464281335,0.0331855078267213,0.130705792947463,"ML","sq","nN","orc","MLI"
"I(temp^2)668",0.0112377566338694,0.00351212254960237,0.00236717115439806,"ML","sq","mN","car","MLI"
"I(temp^2)669",0.0155877434142515,0.00475038637046242,0.00186768273138991,"ML","sq","nN","car","MLI"
"I(temp^2)670",-0.0158666501787746,0.00471216775768127,0.000932721368346493,"ML","sq","mN","all","MLI"
"I(temp^2)671",-0.0138309073007735,0.0042746507062258,0.0014503648335817,"ML","sq","nN","all","MLI"
"log(temp + 1)664",-0.20739621321781,0.0693525883142797,0.00367694069519674,"ML","log","mN","lpj","MLI"
"log(temp + 1)665",-0.199612348110997,0.0675863691284195,0.00409910566812026,"ML","log","nN","lpj","MLI"
"log(temp + 1)666",-0.240121058640609,0.193713069556624,0.22880856752769,"ML","log","mN","orc","MLI"
"log(temp + 1)667",-0.175272624791429,0.180919165585884,0.343676435310013,"ML","log","nN","orc","MLI"
"log(temp + 1)668",0.0593282587354793,0.0237929040671569,0.0159333092740215,"ML","log","mN","car","MLI"
"log(temp + 1)669",0.0881215381253713,0.0318026480005161,0.00778148333419041,"ML","log","nN","car","MLI"
"log(temp + 1)670",-0.175132172786212,0.0505770805136944,0.000671453063015328,"ML","log","mN","all","MLI"
"log(temp + 1)671",-0.150938369961553,0.0473973625161602,0.0017150318962253,"ML","log","nN","all","MLI"
"temp664",-0.0693373480258186,0.0251501941126058,0.00718987388343001,"ML","lin","mN","lpj","MLI"
"temp665",-0.0675648643629359,0.0244542386607302,0.0070706658397811,"ML","lin","nN","lpj","MLI"
"temp666",-0.150949087958747,0.0924703838096684,0.117499993733921,"ML","lin","mN","orc","MLI"
"temp667",-0.112674066606675,0.0877721713994024,0.213227667757568,"ML","lin","nN","orc","MLI"
"temp668",0.0315205409727571,0.0105438952632722,0.00429301959813805,"ML","lin","mN","car","MLI"
"temp669",0.0451586958531998,0.0141508033356452,0.00242556791870315,"ML","lin","nN","car","MLI"
"temp670",-0.0721802052565129,0.019751976500209,0.000340113987173311,"ML","lin","mN","all","MLI"
"temp671",-0.0620027758758132,0.0182602903884531,0.000846691674834966,"ML","lin","nN","all","MLI"
"I(temp^2)672",0.00108866106107782,0.00164939880390854,0.511081065103862,"MN","sq","mN","lpj","MNG"
"I(temp^2)673",0.000865557080605003,0.00155598895168128,0.579538036816952,"MN","sq","nN","lpj","MNG"
"I(temp^2)674",0.00385314895957442,0.016416650800273,0.816707356447073,"MN","sq","mN","orc","MNG"
"I(temp^2)675",0.00278061943147215,0.0158372612581195,0.862310184486935,"MN","sq","nN","orc","MNG"
"I(temp^2)676",-0.00735051300453811,0.00226108647993241,0.0020412201035075,"MN","sq","mN","car","MNG"
"I(temp^2)677",-0.00760277069195258,0.0024043581679014,0.00263749629011333,"MN","sq","nN","car","MNG"
"I(temp^2)678",0.0033855869573198,0.00164923894845022,0.0415703639861065,"MN","sq","mN","all","MNG"
"I(temp^2)679",0.00348993428309923,0.00175491699762621,0.0482884427914948,"MN","sq","nN","all","MNG"
"log(temp + 1)672",0.0362714041996157,0.0208931837541467,0.0863127477524448,"MN","log","mN","lpj","MNG"
"log(temp + 1)673",0.0287478224381578,0.0198287092920606,0.150926136928451,"MN","log","nN","lpj","MNG"
"log(temp + 1)674",-0.112178341557816,0.0828047072482251,0.189898964722297,"MN","log","mN","orc","MNG"
"log(temp + 1)675",-0.113737231636144,0.0795711018757814,0.167603887147333,"MN","log","nN","orc","MNG"
"log(temp + 1)676",-0.0474085208959728,0.0147912361749944,0.00233010916719591,"MN","log","mN","car","MNG"
"log(temp + 1)677",-0.0484574956149915,0.0157488856538064,0.00336061247837682,"MN","log","nN","car","MNG"
"log(temp + 1)678",0.0295625272270257,0.0191703734671105,0.124846705224474,"MN","log","mN","all","MNG"
"log(temp + 1)679",0.015239196376784,0.0193535750554062,0.432101064227691,"MN","log","nN","all","MNG"
"temp672",0.00930812685029145,0.00759753747622098,0.224026072352687,"MN","lin","mN","lpj","MNG"
"temp673",0.00732006560371337,0.00718616354769378,0.311373113006471,"MN","lin","nN","lpj","MNG"
"temp674",-0.0283661787518924,0.0421489755635914,0.508287601253985,"MN","lin","mN","orc","MNG"
"temp675",-0.0301289460712239,0.0405724793128192,0.465952689539997,"MN","lin","nN","orc","MNG"
"temp676",-0.0231003621711144,0.00662115169852437,0.00100875728736245,"MN","lin","mN","car","MNG"
"temp677",-0.0237514883650241,0.0070494834992919,0.00144218516216896,"MN","lin","nN","car","MNG"
"temp678",0.0141251513842995,0.00724133529192106,0.0526893908286965,"MN","lin","mN","all","MNG"
"temp679",0.0111400328912,0.00749602703668713,0.139035186920888,"MN","lin","nN","all","MNG"
"I(temp^2)680",-0.00955127055803727,0.00838250201154553,0.257841605021232,"MR","sq","mN","lpj","MRT"
"I(temp^2)681",-0.00893982480137078,0.00836466903134056,0.288313927854675,"MR","sq","nN","lpj","MRT"
