"","coef","se","pval","country","formula","capital","dgvm","iso3"
"I(temp^2)879",0.00471410646045025,0.00254139682627468,0.065279344375104,"RW","sq","nN","all","RWA"
"log(temp + 1)872",0.0540203796087662,0.0387251001093548,0.16679179229958,"RW","log","mN","lpj","RWA"
"log(temp + 1)873",0.0590241394507157,0.0386090004239314,0.130170939435862,"RW","log","nN","lpj","RWA"
"log(temp + 1)874",0.0368337845648745,0.0291538919048421,0.220283042577974,"RW","log","mN","orc","RWA"
"log(temp + 1)875",0.0204945796545698,0.0331547215942402,0.543123383529803,"RW","log","nN","orc","RWA"
"log(temp + 1)876",-0.0100375857339255,0.0107909741154503,0.356658319577003,"RW","log","mN","car","RWA"
"log(temp + 1)877",-0.000138123084763184,0.0104739624399377,0.989529830174819,"RW","log","nN","car","RWA"
"log(temp + 1)878",0.0411085969734697,0.0262289354555127,0.118840879117543,"RW","log","mN","all","RWA"
"log(temp + 1)879",0.045366350282531,0.0280194389345085,0.107215706776535,"RW","log","nN","all","RWA"
"temp872",0.0184457678329477,0.0139623607095481,0.190140530531701,"RW","lin","mN","lpj","RWA"
"temp873",0.0202925633683481,0.0139133890458989,0.148524840855394,"RW","lin","nN","lpj","RWA"
"temp874",0.0151426448018153,0.0146971626090771,0.314585356159896,"RW","lin","mN","orc","RWA"
"temp875",0.0171315416526718,0.016119137163323,0.299938884687936,"RW","lin","nN","orc","RWA"
"temp876",-0.00411685894191398,0.00491010978827445,0.405693221407037,"RW","lin","mN","car","RWA"
"temp877",0.000667102218481866,0.00476433112828076,0.889195623360327,"RW","lin","nN","car","RWA"
"temp878",0.0170462618931724,0.0103784663438559,0.102279270217669,"RW","lin","mN","all","RWA"
"temp879",0.0204887729599076,0.0108425409628059,0.0604468493395127,"RW","lin","nN","all","RWA"
"I(temp^2)880",-0.000356215759783468,0.00901966708761956,0.968593149500408,"SA","sq","mN","lpj","SAU"
"I(temp^2)881",-0.00486928442252599,0.00869606410197634,0.577046036085409,"SA","sq","nN","lpj","SAU"
"I(temp^2)882",-0.152501046721576,0.0825816001884625,0.0789364289931002,"SA","sq","mN","orc","SAU"
"I(temp^2)883",-0.129246533732495,0.0816903592891297,0.128560043739082,"SA","sq","nN","orc","SAU"
"I(temp^2)884",0.00953437148411976,0.00386991706325818,0.0171634591617839,"SA","sq","mN","car","SAU"
"I(temp^2)885",0.0176214654486755,0.00695980785002695,0.0144679678856935,"SA","sq","nN","car","SAU"
"I(temp^2)886",-0.00894261879799736,0.00891817521622316,0.317362536890743,"SA","sq","mN","all","SAU"
"I(temp^2)887",-0.00967490763801646,0.00821274045963196,0.240372465939236,"SA","sq","nN","all","SAU"
"log(temp + 1)880",-0.0529466555922381,0.11631402980112,0.650165205194508,"SA","log","mN","lpj","SAU"
"log(temp + 1)881",-0.0513663773987632,0.112413883319561,0.648922519728314,"SA","log","nN","lpj","SAU"
"log(temp + 1)882",-0.400022353380852,0.46050254177309,0.3948500276165,"SA","log","mN","orc","SAU"
"log(temp + 1)883",-0.290236324688993,0.44911475486261,0.525123528483324,"SA","log","nN","orc","SAU"
"log(temp + 1)884",0.111985381469657,0.0217100718320793,4.11600061360424e-06,"SA","log","mN","car","SAU"
"log(temp + 1)885",0.179076325617139,0.0411890460262929,6.58626841059082e-05,"SA","log","nN","car","SAU"
"log(temp + 1)886",-0.0859046548029415,0.0971901614464045,0.377965604045633,"SA","log","mN","all","SAU"
"log(temp + 1)887",-0.038749930312757,0.0898694979560648,0.666865144582133,"SA","log","nN","all","SAU"
"temp880",-0.018241746631553,0.0418421090598497,0.664006829631583,"SA","lin","mN","lpj","SAU"
"temp881",-0.0281140609235942,0.0404113849785956,0.488585930780948,"SA","lin","nN","lpj","SAU"
"temp882",-0.29757172418064,0.221739692876156,0.193931057204573,"SA","lin","mN","orc","SAU"
"temp883",-0.238243116852643,0.21773297859254,0.286260241144937,"SA","lin","nN","orc","SAU"
"temp884",0.0426630766421704,0.0105789876833489,0.000184575618830192,"SA","lin","mN","car","SAU"
"temp885",0.071246838685559,0.0194993004398061,0.000610090996878135,"SA","lin","nN","car","SAU"
"temp886",-0.0448044912330923,0.0378074318567833,0.237587065008451,"SA","lin","mN","all","SAU"
"temp887",-0.0344434605779667,0.0349217128755214,0.325337427872557,"SA","lin","nN","all","SAU"
"I(temp^2)888",-0.00449809483719644,0.00152350993379292,0.00411093564568862,"SB","sq","mN","lpj","SLB"
"I(temp^2)889",-0.0044025546663271,0.0016355163679366,0.00861160316120276,"SB","sq","nN","lpj","SLB"
"I(temp^2)890",0.0109378578046128,0.00223514592693435,7.70911264487858e-05,"SB","sq","mN","orc","SLB"
"I(temp^2)891",0.0132628094937039,0.00249833420207644,2.90249164791368e-05,"SB","sq","nN","orc","SLB"
"I(temp^2)892",-0.00594200707120148,0.00193185439663269,0.00337086577074825,"SB","sq","mN","car","SLB"
"I(temp^2)893",-0.00505836538336432,0.0033620422055659,0.138607759298138,"SB","sq","nN","car","SLB"
"I(temp^2)894",-0.00486439391492627,0.00114259660411003,3.36004892613213e-05,"SB","sq","mN","all","SLB"
"I(temp^2)895",-0.00401663963956024,0.00128621071864991,0.00209455808278149,"SB","sq","nN","all","SLB"
"log(temp + 1)888",0.00328215649544363,0.0206947477589594,0.874375139202611,"SB","log","mN","lpj","SLB"
"log(temp + 1)889",0.0112100949976784,0.0219761234013563,0.611349368021824,"SB","log","nN","lpj","SLB"
"log(temp + 1)890",0.0706224977947552,0.00761307273246062,7.09724539247507e-09,"SB","log","mN","orc","SLB"
"log(temp + 1)891",0.083656293745658,0.00847417664763545,2.42694286043329e-09,"SB","log","nN","orc","SLB"
"log(temp + 1)892",-0.0125332556784282,0.0136129570824551,0.361549198726131,"SB","log","mN","car","SLB"
"log(temp + 1)893",0.00568168444758228,0.0223785423484506,0.800601475725468,"SB","log","nN","car","SLB"
"log(temp + 1)894",0.00257704765927504,0.0127359573721255,0.839881322555937,"SB","log","mN","all","SLB"
"log(temp + 1)895",0.0122711030736763,0.0143416087204134,0.393366094221222,"SB","log","nN","all","SLB"
"temp888",-0.0107042776989558,0.00734798089285993,0.149000097997889,"SB","lin","mN","lpj","SLB"
"temp889",-0.00893890027225839,0.00785823886099308,0.258634104134053,"SB","lin","nN","lpj","SLB"
"temp890",0.0339787310947805,0.00410993824018691,4.84141504127727e-08,"SB","lin","mN","orc","SLB"
"temp891",0.0406318350141419,0.00444911715557867,9.25918128590325e-09,"SB","lin","nN","orc","SLB"
"temp892",-0.0111010960358055,0.00604280047677235,0.0720284920136842,"SB","lin","mN","car","SLB"
"temp893",-0.0051179900055535,0.0101551344335823,0.616445363378441,"SB","lin","nN","car","SLB"
"temp894",-0.00968598029815846,0.00497114120656388,0.052952303415853,"SB","lin","mN","all","SLB"
"temp895",-0.00613233650346273,0.00557939399527496,0.273223733754098,"SB","lin","nN","all","SLB"
"I(temp^2)896",-0.0094326042913807,0.000961835625678233,1.7987169861584e-15,"SE","sq","mN","lpj","SWE"
"I(temp^2)897",-0.00320451923972534,0.000964770649090057,0.00133850609784567,"SE","sq","nN","lpj","SWE"
"I(temp^2)898",-0.0263785632081896,0.00523348668641001,5.44947202535585e-05,"SE","sq","mN","orc","SWE"
"I(temp^2)899",-0.0197488704407067,0.00641142629220323,0.00567512267086587,"SE","sq","nN","orc","SWE"
"I(temp^2)900",-0.00710238670685999,0.00234455486697683,0.00384144661483026,"SE","sq","mN","car","SWE"
"I(temp^2)901",-0.00868990404080296,0.00258676464265731,0.00148497794592434,"SE","sq","nN","car","SWE"
"I(temp^2)902",-0.0129983273909007,0.00130208824198612,7.05293546217781e-19,"SE","sq","mN","all","SWE"
"I(temp^2)903",-0.00522457957578406,0.00126767162650733,5.79098755955696e-05,"SE","sq","nN","all","SWE"
"log(temp + 1)896",-0.0859257260645294,0.0156766073927128,4.54985757468607e-07,"SE","log","mN","lpj","SWE"
"log(temp + 1)897",-0.0223440837001016,0.0129968939666688,0.0893533866893835,"SE","log","nN","lpj","SWE"
"log(temp + 1)898",-0.155124241057922,0.0230776206906928,1.19012119813854e-06,"SE","log","mN","orc","SWE"
"log(temp + 1)899",-0.13930376552943,0.0277655451308327,5.75601705533465e-05,"SE","log","nN","orc","SWE"
"log(temp + 1)900",-0.0259007065584638,0.0155331189462737,0.101554816730262,"SE","log","mN","car","SWE"
"log(temp + 1)901",-0.0362272774218468,0.0179068431091167,0.0483201262032781,"SE","log","nN","car","SWE"
"log(temp + 1)902",-0.109632775368692,0.0172890327036532,1.86078840269857e-09,"SE","log","mN","all","SWE"
"log(temp + 1)903",-0.0478386542913056,0.0142191838755562,0.00094162650157376,"SE","log","nN","all","SWE"
"temp896",-0.0398385484234912,0.00489950218828927,3.84070982056925e-12,"SE","lin","mN","lpj","SWE"
"temp897",-0.0122221288200222,0.00457012603328191,0.00903504816894251,"SE","lin","nN","lpj","SWE"
"temp898",-0.0768402451005336,0.0112439567937561,9.33495359409924e-07,"SE","lin","mN","orc","SWE"
"temp899",-0.0645210879104508,0.0144693436493102,0.000216761084061622,"SE","lin","nN","orc","SWE"
"temp900",-0.0161746186593589,0.00708201220702349,0.0265736801722891,"SE","lin","mN","car","SWE"
"temp901",-0.0208692336314761,0.00794124193401197,0.0113199518124112,"SE","lin","nN","car","SWE"
"temp902",-0.0525251595985612,0.00604435310568404,2.45335718712849e-15,"SE","lin","mN","all","SWE"
"temp903",-0.0215971627841941,0.0054361657056729,0.000103431321324724,"SE","lin","nN","all","SWE"
"I(temp^2)904",-0.0240181755750884,0.00233911235631185,2.20983029805466e-16,"SI","sq","mN","lpj","SVN"
"I(temp^2)905",-0.0248579193023494,0.00266961418673846,1.72924891387788e-14,"SI","sq","nN","lpj","SVN"
"I(temp^2)906",-0.00482542896653517,0.0155901844530761,0.759978474003367,"SI","sq","mN","orc","SVN"
"I(temp^2)907",-0.00384557691105512,0.0160331737508682,0.812771255873959,"SI","sq","nN","orc","SVN"
"I(temp^2)908",-0.0361677718580146,0.00777497085369775,2.36888765802182e-05,"SI","sq","mN","car","SVN"
"I(temp^2)909",-0.037786253137812,0.007979220964826,1.78018551935294e-05,"SI","sq","nN","car","SVN"
"I(temp^2)910",-0.022793531185346,0.00246755129163376,8.11877483816952e-17,"SI","sq","mN","all","SVN"
"I(temp^2)911",-0.0230627196786671,0.00307809999902479,3.15459959921111e-12,"SI","sq","nN","all","SVN"
"log(temp + 1)904",-0.179939921768373,0.0414919272015211,4.08560414825363e-05,"SI","log","mN","lpj","SVN"
"log(temp + 1)905",-0.180799592075401,0.0456280041904081,0.000157539894152077,"SI","log","nN","lpj","SVN"
"log(temp + 1)906",0.0687524218130112,0.0800468864354346,0.400092832844825,"SI","log","mN","orc","SVN"
"log(temp + 1)907",0.0712315870716549,0.0824893302346424,0.39760466830304,"SI","log","nN","orc","SVN"
"log(temp + 1)908",-0.170331407984027,0.055689510076312,0.00353842148672123,"SI","log","mN","car","SVN"
"log(temp + 1)909",-0.17825450757205,0.0571663284864758,0.00298961350374852,"SI","log","nN","car","SVN"
"log(temp + 1)910",-0.137993772600742,0.0337528971100416,6.59752241127092e-05,"SI","log","mN","all","SVN"
"log(temp + 1)911",-0.125091946006405,0.0374868064541046,0.00103339673401496,"SI","log","nN","all","SVN"
"temp904",-0.0932720808695963,0.0128792568089875,2.16836672419097e-10,"SI","lin","mN","lpj","SVN"
"temp905",-0.095353263268901,0.0144332254293343,3.67579796903636e-09,"SI","lin","nN","lpj","SVN"
"temp906",0.0141240124359767,0.0401993965354251,0.728827268847005,"SI","lin","mN","orc","SVN"
"temp907",0.0159294340754647,0.0413502347081279,0.703939810930991,"SI","lin","nN","orc","SVN"
"temp908",-0.0951310567345579,0.0240983836972457,0.000242589720494256,"SI","lin","mN","car","SVN"
"temp909",-0.0994719133139812,0.0247309546392994,0.000191016608204871,"SI","lin","nN","car","SVN"
"temp910",-0.0804844466298802,0.011839439108877,1.58552192766377e-10,"SI","lin","mN","all","SVN"
"temp911",-0.0769540670497325,0.0138822324214084,1.0698679095915e-07,"SI","lin","nN","all","SVN"
"I(temp^2)912",-0.00870473056394173,0.00120361173736399,2.2666940235845e-10,"SK","sq","mN","lpj","SVK"
"I(temp^2)913",-0.00831789315886251,0.00156763569433697,9.34066246768899e-07,"SK","sq","nN","lpj","SVK"
"I(temp^2)914",-0.000829976071327582,0.000776091450699578,0.297014552820294,"SK","sq","mN","orc","SVK"
"I(temp^2)915",-0.000938451476317138,0.000809649975866451,0.25943303888779,"SK","sq","nN","orc","SVK"
"I(temp^2)916",-0.0448817056997112,0.00783289289258002,5.41707359538635e-07,"SK","sq","mN","car","SVK"
"I(temp^2)917",-0.046105275511536,0.00793134421257973,4.02007478433625e-07,"SK","sq","nN","car","SVK"
"I(temp^2)918",-0.00687565216118898,0.00218009851857909,0.0018951741363246,"SK","sq","mN","all","SVK"
"I(temp^2)919",-0.00692295993847075,0.00253847952569416,0.00703425428231572,"SK","sq","nN","all","SVK"
"log(temp + 1)912",-0.0439070000545969,0.0193376898510111,0.0257974656591957,"SK","log","mN","lpj","SVK"
"log(temp + 1)913",-0.0370765203016442,0.0232420432005558,0.114506900640502,"SK","log","nN","lpj","SVK"
"log(temp + 1)914",-0.000725914062556576,0.00419611395613079,0.864310553963277,"SK","log","mN","orc","SVK"
"log(temp + 1)915",-0.000323170564868314,0.00441761583087293,0.942375116444694,"SK","log","nN","orc","SVK"
"log(temp + 1)916",-0.207506619296808,0.0586531358200829,0.000869839658321681,"SK","log","mN","car","SVK"
"log(temp + 1)917",-0.212317302931209,0.059629497405614,0.000811724506536401,"SK","log","nN","car","SVK"
"log(temp + 1)918",-0.0366615121629528,0.0258149424284752,0.157328254229635,"SK","log","mN","all","SVK"
"log(temp + 1)919",-0.0389696655590123,0.0283964454273545,0.171703083242315,"SK","log","nN","all","SVK"
"temp912",-0.0295035741964691,0.00640056033738596,1.46607465633929e-05,"SK","lin","mN","lpj","SVK"
"temp913",-0.0268386679602089,0.00792391975048981,0.00108722174310616,"SK","lin","nN","lpj","SVK"
"temp914",-0.00115330041323464,0.00205416038441517,0.580436317732902,"SK","lin","mN","orc","SVK"
"temp915",-0.00116440584534193,0.00215839680776635,0.595232072909375,"SK","lin","nN","orc","SVK"
"temp916",-0.114391251809332,0.0250795906088262,3.22151930668584e-05,"SK","lin","mN","car","SVK"
"temp917",-0.117115582281413,0.0254525327793459,2.81178348535811e-05,"SK","lin","nN","car","SVK"
"temp918",-0.0232419907434916,0.00970069985821724,0.0176277548369553,"SK","lin","mN","all","SVK"
"temp919",-0.0236001936134157,0.0109165100468717,0.0319776886427529,"SK","lin","nN","all","SVK"
"I(temp^2)920",-0.00569686258338387,0.00210641554039369,0.00831588871224,"SL","sq","mN","lpj","SLE"
"I(temp^2)921",-0.00571761804872106,0.0023614130706252,0.017673400121772,"SL","sq","nN","lpj","SLE"
"I(temp^2)922",0.0182457266201122,0.00791606639843987,0.0314775841652079,"SL","sq","mN","orc","SLE"
"I(temp^2)923",0.020645702524746,0.0097618989834126,0.046562173641625,"SL","sq","nN","orc","SLE"
"I(temp^2)924",0.00405645310210878,0.00153658628157083,0.0109753830637317,"SL","sq","mN","car","SLE"
"I(temp^2)925",-0.00121941281165795,0.00355078403230475,0.732693699025139,"SL","sq","nN","car","SLE"
"I(temp^2)926",-0.00738534222180193,0.00180826910901163,6.70603623577552e-05,"SL","sq","mN","all","SLE"
"I(temp^2)927",-0.00736983203476102,0.0019064905477314,0.000155678415868687,"SL","sq","nN","all","SLE"
"log(temp + 1)920",0.0119568605975199,0.0281542325305669,0.672173923532004,"SL","log","mN","lpj","SLE"
"log(temp + 1)921",0.0188956608154336,0.0317441712124868,0.553316800595817,"SL","log","nN","lpj","SLE"
"log(temp + 1)922",0.156213058808482,0.0324726663391749,9.3852174101881e-05,"SL","log","mN","orc","SLE"
"log(temp + 1)923",0.181008447364475,0.0404318937547753,0.000207782069178249,"SL","log","nN","orc","SLE"
"log(temp + 1)924",0.012730898618617,0.0105548427920892,0.233319024012323,"SL","log","mN","car","SLE"
"log(temp + 1)925",0.0108746543355812,0.023041957396735,0.638975492544987,"SL","log","nN","car","SLE"
"log(temp + 1)926",0.00780039464188112,0.0201418572300699,0.699022119779837,"SL","log","mN","all","SLE"
"log(temp + 1)927",0.00864254122547222,0.0223283935827146,0.699175661022338,"SL","log","nN","all","SLE"
"temp920",-0.0118753308554941,0.0100820250463195,0.242254963144406,"SL","lin","mN","lpj","SLE"
"temp921",-0.0106456538682855,0.0113338533593685,0.350345962290215,"SL","lin","nN","lpj","SLE"
"temp922",0.0685892804452368,0.0176201230357116,0.000839487291982531,"SL","lin","mN","orc","SLE"
"temp923",0.0792459371034721,0.0218664529950052,0.00159019100474606,"SL","lin","nN","orc","SLE"
"temp924",0.0087066092601718,0.00470220899016256,0.0698768821696255,"SL","lin","mN","car","SLE"
"temp925",0.000812866198667405,0.010521917640887,0.93872332439347,"SL","lin","nN","car","SLE"
"temp926",-0.0135420214771355,0.00787062287939048,0.0870849140919114,"SL","lin","mN","all","SLE"
"temp927",-0.0143583518444164,0.00851249708595691,0.0934254240736227,"SL","lin","nN","all","SLE"
"I(temp^2)928",-0.0300521930870748,0.00348382592871241,3.9889763787708e-13,"SN","sq","mN","lpj","SEN"
"I(temp^2)929",-0.0296017158257374,0.00365381387037239,4.39541882062701e-12,"SN","sq","nN","lpj","SEN"
"I(temp^2)930",0.0113050524064326,0.0153320176536213,0.469069148903352,"SN","sq","mN","orc","SEN"
"I(temp^2)931",0.0141569907736143,0.0162824388728363,0.394422955084276,"SN","sq","nN","orc","SEN"
"I(temp^2)932",-0.00480138608821757,0.00150528101095216,0.00243642771771557,"SN","sq","mN","car","SEN"
"I(temp^2)933",-0.00999411523730935,0.00695616391334135,0.156901950300494,"SN","sq","nN","car","SEN"
"I(temp^2)934",-0.0334271508083872,0.00327672528169918,1.71943613188498e-19,"SN","sq","mN","all","SEN"
"I(temp^2)935",-0.0318923633806787,0.00331205819466772,6.78743382068173e-18,"SN","sq","nN","all","SEN"
"log(temp + 1)928",-0.380973562357663,0.0450868737675458,8.94784851149528e-13,"SN","log","mN","lpj","SEN"
"log(temp + 1)929",-0.384727947329324,0.0466640584500467,2.28682496449789e-12,"SN","log","nN","lpj","SEN"
"log(temp + 1)930",-0.0142242117829998,0.0810944868158565,0.862443293714112,"SN","log","mN","orc","SEN"
"log(temp + 1)931",0.000870102725150289,0.0855126130741884,0.991977599522532,"SN","log","nN","orc","SEN"
"log(temp + 1)932",-0.0284279991930282,0.0100310385444174,0.00657072381757573,"SN","log","mN","car","SEN"
"log(temp + 1)933",-0.018402923608519,0.0462096932832199,0.692109642522659,"SN","log","nN","car","SEN"
"log(temp + 1)934",-0.324917867141058,0.0392900498787322,3.18478401499835e-14,"SN","log","mN","all","SEN"
"log(temp + 1)935",-0.305115620356564,0.0393961094241118,7.25858054086906e-13,"SN","log","nN","all","SEN"
"temp928",-0.149281621043075,0.0149754994031605,8.61982161949398e-16,"SN","lin","mN","lpj","SEN"
"temp929",-0.148636511879235,0.0157347206815577,9.32675251671277e-15,"SN","lin","nN","lpj","SEN"
"temp930",0.00892444936937734,0.0400694532231538,0.825901952743749,"SN","lin","mN","orc","SEN"
"temp931",0.0170619841053655,0.0423373237654114,0.691020935384465,"SN","lin","nN","orc","SEN"
"temp932",-0.0140949654347913,0.0044805099083163,0.00276292435147571,"SN","lin","mN","car","SEN"
"temp933",-0.0193057013660133,0.0208551901142101,0.358960444552211,"SN","lin","nN","car","SEN"
"temp934",-0.144193224737325,0.0141257436074088,1.64922139288785e-19,"SN","lin","mN","all","SEN"
"temp935",-0.136776675904601,0.0142580545211503,8.54890569975869e-18,"SN","lin","nN","all","SEN"
"I(temp^2)936",-0.0175825598106094,0.00344523249943404,2.11929591778676e-06,"SR","sq","mN","lpj","SUR"
"I(temp^2)937",-0.0199381327975207,0.00416201488828161,7.29841641116937e-06,"SR","sq","nN","lpj","SUR"
"I(temp^2)938",0.00986035153835525,0.00566358606220159,0.0963149470111993,"SR","sq","mN","orc","SUR"
"I(temp^2)939",0.0101261856666796,0.00553167795029762,0.08139264757679,"SR","sq","nN","orc","SUR"
"I(temp^2)940",0.00577702871626743,0.00327481817410057,0.0837081845095441,"SR","sq","mN","car","SUR"
"I(temp^2)941",-0.0110059423846329,0.00252109434776199,6.20645757549924e-05,"SR","sq","nN","car","SUR"
"I(temp^2)942",-0.0164656137527019,0.00279122275087393,1.83157407239358e-08,"SR","sq","mN","all","SUR"
"I(temp^2)943",-0.0203075335433161,0.00295862613719209,1.10312517882243e-10,"SR","sq","nN","all","SUR"
"log(temp + 1)936",-0.173299824956493,0.0475019166543939,0.000462789200287535,"SR","log","mN","lpj","SUR"
"log(temp + 1)937",-0.181892347784463,0.0575608141075485,0.00221030944960847,"SR","log","nN","lpj","SUR"
"log(temp + 1)938",0.0751081165064206,0.0274805507501472,0.0124582101471658,"SR","log","mN","orc","SUR"
"log(temp + 1)939",0.0752421312769875,0.026966076695857,0.0109666346369984,"SR","log","nN","orc","SUR"
"log(temp + 1)940",0.0380589528374397,0.0216897317604884,0.0853170815198024,"SR","log","mN","car","SUR"
"log(temp + 1)941",-0.0222810156723377,0.0185193755160373,0.234485654652614,"SR","log","nN","car","SUR"
"log(temp + 1)942",-0.0984610196730568,0.0330204976690319,0.00327165570182693,"SR","log","mN","all","SUR"
"log(temp + 1)943",-0.128664861347885,0.0354695032247311,0.000374735319563518,"SR","log","nN","all","SUR"
"temp936",-0.0760553444962515,0.0163528275851868,1.25149040719423e-05,"SR","lin","mN","lpj","SUR"
"temp937",-0.083380347706938,0.0198582102131927,6.7725696222531e-05,"SR","lin","nN","lpj","SUR"
"temp938",0.0339878125096276,0.0138966707008191,0.0233512113329341,"SR","lin","mN","orc","SUR"
"temp939",0.0342948398320175,0.0135923694474465,0.019765351837753,"SR","lin","nN","orc","SUR"
"temp940",0.0177816801972923,0.00975496212739809,0.0741929022828453,"SR","lin","mN","car","SUR"
"temp941",-0.0204556871945791,0.00814630243240341,0.0152484791461948,"SR","lin","nN","car","SUR"
"temp942",-0.0562296706716896,0.0123873112375519,1.04308823401959e-05,"SR","lin","mN","all","SUR"
"temp943",-0.0714177093984898,0.0131856193818621,1.97503424982401e-07,"SR","lin","nN","all","SUR"
"I(temp^2)944",-0.0367987954376418,0.00553629067811543,3.07727211719935e-09,"SV","sq","mN","lpj","SLV"
"I(temp^2)945",-0.0343239276573906,0.00535306901550162,8.62734440085402e-09,"SV","sq","nN","lpj","SLV"
"I(temp^2)946",-0.11715700404232,0.0515052526530875,0.0335316214440365,"SV","sq","mN","orc","SLV"
"I(temp^2)947",-0.122243334526408,0.0557870356375958,0.0398505465194675,"SV","sq","nN","orc","SLV"
"I(temp^2)948",-0.00148743429649717,0.00232921159156279,0.525940803676864,"SV","sq","mN","car","SLV"
"I(temp^2)949",-0.00446808249741774,0.00452553619054417,0.328154431475286,"SV","sq","nN","car","SLV"
"I(temp^2)950",-0.0328618105194913,0.00648782696234857,1.02395677341965e-06,"SV","sq","mN","all","SLV"
"I(temp^2)951",-0.0300506089439548,0.00657401835956331,9.11027999139798e-06,"SV","sq","nN","all","SLV"
"log(temp + 1)944",-0.325132696102982,0.0813287672808772,0.000139128554811881,"SV","log","mN","lpj","SLV"
"log(temp + 1)945",-0.310238761674755,0.0771622074827358,0.000128328360289943,"SV","log","nN","lpj","SLV"
"log(temp + 1)946",-0.299587081130586,0.299406198401875,0.328409226891715,"SV","log","mN","orc","SLV"
"log(temp + 1)947",-0.285719203209216,0.313974421206683,0.373145421096593,"SV","log","nN","orc","SLV"
"log(temp + 1)948",0.00241084829956147,0.0150940256064584,0.873730958423824,"SV","log","mN","car","SLV"
"log(temp + 1)949",-0.00635444636378038,0.0296996929180856,0.831433989239449,"SV","log","nN","car","SLV"
"log(temp + 1)950",-0.195526873429177,0.0761100607691345,0.0110285351375082,"SV","log","mN","all","SLV"
"log(temp + 1)951",-0.183761426017943,0.0763941037663722,0.017189156937352,"SV","log","nN","all","SLV"
"temp944",-0.153956061152715,0.0271225353490385,2.01866113076603e-07,"SV","lin","mN","lpj","SLV"
"temp945",-0.144042702477354,0.0259069636106237,3.28086704191152e-07,"SV","lin","nN","lpj","SLV"
"temp946",-0.212069693172158,0.142735648880893,0.15220374880278,"SV","lin","mN","orc","SLV"
"temp947",-0.211438795468572,0.1520480281547,0.178907461080553,"SV","lin","nN","orc","SLV"
"temp948",-0.00147854850848104,0.0068881062990713,0.830894346498566,"SV","lin","mN","car","SLV"
"temp949",-0.00725431445777291,0.0134808073014603,0.592833881449752,"SV","lin","nN","car","SLV"
"temp950",-0.114537562338015,0.0286474256102735,9.38002123201239e-05,"SV","lin","mN","all","SLV"
"temp951",-0.105313179744254,0.0288437504751996,0.000344034972350858,"SV","lin","nN","all","SLV"
"I(temp^2)952",-0.0260894408508099,0.00425998290621725,3.00543620487403e-08,"SZ","sq","mN","lpj","SWZ"
"I(temp^2)953",-0.0242723404684007,0.00354153943302774,1.23163493553806e-09,"SZ","sq","nN","lpj","SWZ"
"I(temp^2)954",0.00173344093535293,0.00172234379376103,0.325659221176162,"SZ","sq","mN","orc","SWZ"
"I(temp^2)955",0.0127893947354033,0.00516404375449463,0.021852724483482,"SZ","sq","nN","orc","SWZ"
"I(temp^2)956",-0.00204793562787539,0.00856288479171284,0.811936779095613,"SZ","sq","mN","car","SWZ"
"I(temp^2)957",-0.00338082744740944,0.0086571932335124,0.697776828228787,"SZ","sq","nN","car","SWZ"
"I(temp^2)958",-0.0245013866810668,0.00377988840474169,8.79846046797795e-10,"SZ","sq","mN","all","SWZ"
"I(temp^2)959",-0.023510079213388,0.00339583673192986,7.94095768637015e-11,"SZ","sq","nN","all","SWZ"
"log(temp + 1)952",-0.282050205321776,0.0583349553987937,6.13530997140838e-06,"SZ","log","mN","lpj","SWZ"
"log(temp + 1)953",-0.261735394084502,0.0494249830084263,9.74534267672919e-07,"SZ","log","nN","lpj","SWZ"
"log(temp + 1)954",0.00837785626082283,0.00908083168802783,0.366701681441596,"SZ","log","mN","orc","SWZ"
"log(temp + 1)955",0.0610294259281175,0.0278905432886895,0.0401028743349845,"SZ","log","nN","orc","SWZ"
"log(temp + 1)956",0.105525481237932,0.0540134934246397,0.0562336737101807,"SZ","log","mN","car","SWZ"
"log(temp + 1)957",0.0908784115773831,0.055209413774341,0.105899554395871,"SZ","log","nN","car","SWZ"
"log(temp + 1)958",-0.139194663413419,0.0445712994024903,0.00209375660863609,"SZ","log","mN","all","SWZ"
"log(temp + 1)959",-0.135860575369561,0.0407814666699679,0.00105289181458896,"SZ","log","nN","all","SWZ"
"temp952",-0.119825395933929,0.0198194825687953,4.2107522958296e-08,"SZ","lin","mN","lpj","SWZ"
"temp953",-0.111818042218162,0.0164988866024956,1.72814466515806e-09,"SZ","lin","nN","lpj","SWZ"
"temp954",0.00431689625099256,0.0044718483011264,0.345356063466568,"SZ","lin","mN","orc","SWZ"
"temp955",0.0327866689918217,0.013450463697074,0.0237632617331778,"SZ","lin","nN","orc","SWZ"
"temp956",0.0246879048634693,0.0252017253440547,0.331902122077638,"SZ","lin","mN","car","SWZ"
"temp957",0.018728241992929,0.0255467787369863,0.466856269151404,"SZ","lin","nN","car","SWZ"
"temp958",-0.0836959330044616,0.0166947701336696,1.29733050717972e-06,"SZ","lin","mN","all","SWZ"
"temp959",-0.0813198318617169,0.0151198912901251,2.36831776970675e-07,"SZ","lin","nN","all","SWZ"
"I(temp^2)960",-0.00933116437064436,0.00411395132865688,0.0259476136651897,"TD","sq","mN","lpj","TCD"
"I(temp^2)961",-0.0093088831075499,0.00383691688345229,0.0174542039892338,"TD","sq","nN","lpj","TCD"
